Remittances_In_LineItems::pk_remittances_in_lineitems_ID,Remittances_In_LineItems::fk_remittances_in_ID,Remittances_In_LineItems::remittances_in_lineitems_Beneficiary_ID,Remittances_In_LineItems::remittances_in_lineitems_BeneficiaryName_LU,Remittances_In_LineItems::remittances_in_lineitems_Purpose,Remittances_In_LineItems::remittances_in_lineitems_MYOB_Code,Remittances_In_LineItems::remittances_in_lineitems_Amount,Remittances_In_LineItems::remittances_in_lineitems_TwinningAmount,Remittances_In_LineItems::remittances_in_lineitems_MYOB_AccountType_LU,Remittances_In_LineItems::remittances_in_lineitems_Comments,Remittances_In_LineItems::c_remittances_in_lineitems_Comments_Flag,Remittances_In_LineItems::c_remittances_in_lineitems_Summary_Comments,Remittances_In_LineItems::zzz_c_remittances_in_lineitems_Summary_Comments,Remittances_In_LineItems::zzz_c_remittances_in_lineitems_Sum_Comments_Flag,Remittances_In_LineItems::remittances_in_lineitems_Beneficiary Copy,Remittances_In_LineItems::remittances_in_lineitems_State_LU,Remittances_In_LineItems::c_remittances_in_lineitems_concatenated_State_LU_Purpose,Remittances_In_LineItems::remittances_in_lineitems_MYOB_Code_TryThis_LU,Remittances_In_LineItems::c_UI_remittances_in_lineitems_Purpose,Remittances_In_LineItems::remittances_in_lineitems_BeneficiaryCountry_LU,Remittances_In_LineItems::c_remittances_in_lineitems_GetSummaryCountrySubtotal,Remittances_In_LineItems::c_remittances_in_Quarter_Year,Remittances_In_LineItems::----- S T A T E  S U B T O T A L S -----,Remittances_In_LineItems::c_remittances_in_lineitems_Subtotal_NSW,Remittances_In_LineItems::c_remittances_in_lineitems_Subtotal_VIC,Remittances_In_LineItems::c_remittances_in_lineitems_Subtotal_NT,Remittances_In_LineItems::c_remittances_in_lineitems_Subtotal_TAS,Remittances_In_LineItems::c_remittances_in_lineitems_Subtotal_WA,Remittances_In_LineItems::c_remittances_in_lineitems_Subtotal_SA,Remittances_In_LineItems::c_remittances_in_lineitems_Subtotal_QLD,Remittances_In_LineItems::c_remittances_in_lineitems_Subtotal_ACT,Remittances_In_LineItems::----- S T A T E  S U M M A R I E S -----,Remittances_In_LineItems::c_remittances_in_lineitems_Summary_NSW,Remittances_In_LineItems::c_remittances_in_lineitems_Summary_VIC,Remittances_In_LineItems::c_remittances_in_lineitems_Summary_NT,Remittances_In_LineItems::c_remittances_in_lineitems_Summary_TAS,Remittances_In_LineItems::c_remittances_in_lineitems_Summary_WA,Remittances_In_LineItems::c_remittances_in_lineitems_Summary_SA,Remittances_In_LineItems::c_remittances_in_lineitems_Summary_QLD,Remittances_In_LineItems::c_remittances_in_lineitems_Summary_ACT,Remittances_In_LineItems::----- P U R P O S E  S U B T O T A L S -----,Remittances_In_LineItems::c_remittances_in_lineitems_Subtotal_Twinning,Remittances_In_LineItems::c_remittances_in_lineitems_Subtotal_Council_to_Council,Remittances_In_LineItems::c_remittances_in_lineitems_Subtotal_Funded_Projects,Remittances_In_LineItems::c_remittances_in_lineitems_Subtotal_Easter_Grants,Remittances_In_LineItems::c_remittances_in_lineitems_Subtotal_Xmas_Grants,Remittances_In_LineItems::c_remittances_in_lineitems_Subtotal_Assist_A_Student,Remittances_In_LineItems::c_remittances_in_lineitems_Subtotal_Disaster_Appeals_Specific,Remittances_In_LineItems::c_remittances_in_lineitems_Subtotal_Council_General,Remittances_In_LineItems::c_remittances_in_lineitems_Subtotal_Other,Remittances_In_LineItems::----- P U R P O S E  S U M M A R I E S -----,Remittances_In_LineItems::c_remittances_in_lineitems_Summary_Twinning,Remittances_In_LineItems::c_remittances_in_lineitems_Summary_Council_To_Council,Remittances_In_LineItems::c_remittances_in_lineitems_Summary_Funded_Projects,Remittances_In_LineItems::c_remittances_in_lineitems_Summary_Easter_Grants,Remittances_In_LineItems::c_remittances_in_lineitems_Summary_Xmas_Grants,Remittances_In_LineItems::c_remittances_in_lineitems_Summary_Assist_A_Student,Remittances_In_LineItems::c_remittances_in_lineitems_Summary_Disaster_Appeals_Specific,Remittances_In_LineItems::c_remittances_in_lineitems_Summary_Council_General,Remittances_In_LineItems::c_remittances_in_lineitems_Summary_Other,Remittances_In_LineItems::-----  S U M M A R Y -----,Remittances_In_LineItems::remittances_in_lineitems_SummarySubtotal,Remittances_In_LineItems::----- B E N E F I C I A R Y  S U B T O T A L S -----,Remittances_In_LineItems::c_remittances_in_lineitems_Subtotal_India,Remittances_In_LineItems::c_remittances_in_lineitems_Subtotal_Philippines,Remittances_In_LineItems::c_remittances_in_lineitems_Subtotal_Pakistan,Remittances_In_LineItems::c_remittances_in_lineitems_Subtotal_Indonesia,Remittances_In_LineItems::c_remittances_in_lineitems_Subtotal_Thailand,Remittances_In_LineItems::c_remittances_in_lineitems_Subtotal_Fiji,Remittances_In_LineItems::c_remittances_in_lineitems_Subtotal_Myanmar,Remittances_In_LineItems::c_remittances_in_lineitems_Subtotal_PNG,Remittances_In_LineItems::c_remittances_in_lineitems_Subtotal_ECI,Remittances_In_LineItems::c_remittances_in_lineitems_Bangladesh,Remittances_In_LineItems::c_remittances_in_lineitems_East_Timor,Remittances_In_LineItems::c_remittances_in_lineitems_Cambodia,Remittances_In_LineItems::c_remittances_in_lineitems_Vanuatu,Remittances_In_LineItems::c_remittances_in_lineitems_Solomon_Islands,Remittances_In_LineItems::c_remittances_in_lineitems_Kiribati,Remittances_In_LineItems::----- B E N E F I C I A R Y  S U M M A R I E  S -----,Remittances_In_LineItems::c_remittances_in_lineitems_Summary_India,Remittances_In_LineItems::c_remittances_in_lineitems_Summary_Phillipines,Remittances_In_LineItems::c_remittances_in_lineitems_Summary_Pakistan,Remittances_In_LineItems::c_remittances_in_lineitems_Summary_Indonesia,Remittances_In_LineItems::c_remittances_in_lineitems_Summary_Thailand,Remittances_In_LineItems::c_remittances_in_lineitems_Summary_Fiji,Remittances_In_LineItems::c_remittances_in_lineitems_Summary_Myanmar,Remittances_In_LineItems::c_remittances_in_lineitems_Summary_PNG,Remittances_In_LineItems::c_remittances_in_lineitems_Summary_ECI,Remittances_In_LineItems::c_remittances_in_lineitems_Summary_Bangladesh,Remittances_In_LineItems::c_remittances_in_lineitems_Summary_East_Timor,Remittances_In_LineItems::c_remittances_in_lineitems_Summary_Cambodia,Remittances_In_LineItems::c_remittances_in_lineitems_Summary_Vanuatu,Remittances_In_LineItems::c_remittances_in_lineitems_Summary_Solomon_Islands,Remittances_In_LineItems::c_remittances_in_lineitems_Summary_Kiribati,Remittances_In_LineItems::----- M Y O B  S U M M A R Y -----,Remittances_In_LineItems::c_remittances_in_lineitems_Summary_MYOB_Amount,Remittances_In_LineItems::g_remittances_in_lineitems_TwinningDividend
2690,263,27,"Cambodia, St Vincent de Paul Society",Grants,,800,,,,,,,,,WA,WA:Grants,2-6950 GR: Grants - WA,Grants,Cambodia,,Q1: 2013,,,,,,800,,,,,,,,,18020,,,,,,,,,,,,,,,9760,120,,,,,,,,,18020,,,,,,,,,,,,,800,,,,,14300,1440,,80,280,,360,,,,,1560,,,,,18020,80
2691,263,23,"Thailand, Society of St Vincent de Paul",Grants,,200,,,,,,,,,WA,WA:Grants,2-6950 GR: Grants - WA,Grants,Thailand,,Q1: 2013,,,,,,200,,,,,,,,,18020,,,,,,,,,,,,,,,9760,120,,,,,,,,,18020,,,,,,200,,,,,,,,,,,,14300,1440,,80,280,,360,,,,,1560,,,,,18020,80
2692,263,15,"India, Society of St. Vincent de Paul, Superior Council",Council to Council,,120,,,,,,,,,WA,WA:Council to Council,2-6140 CC: Council to Council - WA,Council to Council,India,,Q1: 2013,,,,,,120,,,,,,,,,18020,,,,,,120,,,,,,,,,9760,120,,,,,,,,,18020,,120,,,,,,,,,,,,,,,,14300,1440,,80,280,,360,,,,,1560,,,,,18020,80
2693,263,27,"Cambodia, St Vincent de Paul Society",Projects,,120,,,,,,,,,WA,WA:Projects,2-6850 PRO: Projects - WA,Projects,Cambodia,,Q1: 2013,,,,,,120,,,,,,,,,18020,,,,,,,,,,,,,,,9760,120,,,,,,,,,18020,,,,,,,,,,,,,120,,,,,14300,1440,,80,280,,360,,,,,1560,,,,,18020,80
2695,264,15,"India, Society of St. Vincent de Paul, Superior Council",Twinning,,4160,52,,,,,,,,ACT,ACT:Twinning,26780 TW: Twinning Can/Goulburn,Twinning,India,,Q2: 2013,,,,,,,,,4160,,,,,,,,,8120,,4160,,,,,,,,,,7920,200,,,,,,,,,8120,,4160,,,,,,,,,,,,,,,,4160,,,3400,560,,,,,,,,,,,,8120,80
2696,264,16,"Indonesia, Society of St Vincent de Paul",Twinning,,3200,40,,,,,,,,ACT,ACT:Twinning,26780 TW: Twinning Can/Goulburn,Twinning,Indonesia,,Q2: 2013,,,,,,,,,3200,,,,,,,,,8120,,3200,,,,,,,,,,7920,200,,,,,,,,,8120,,,,,3200,,,,,,,,,,,,,4160,,,3400,560,,,,,,,,,,,,8120,80
2697,264,23,"Thailand, Society of St Vincent de Paul",Twinning,,560,7,,,,,,,,ACT,ACT:Twinning,26780 TW: Twinning Can/Goulburn,Twinning,Thailand,,Q2: 2013,,,,,,,,,560,,,,,,,,,8120,,560,,,,,,,,,,7920,200,,,,,,,,,8120,,,,,,560,,,,,,,,,,,,4160,,,3400,560,,,,,,,,,,,,8120,80
2698,264,16,"Indonesia, Society of St Vincent de Paul",Council to Council,,200,,,,,,,,,ACT,ACT:Council to Council,2-6180 CC: Council to Council - Can/Goulburn,Council to Council,Indonesia,,Q2: 2013,,,,,,,,,200,,,,,,,,,8120,,,200,,,,,,,,,7920,200,,,,,,,,,8120,,,,,200,,,,,,,,,,,,,4160,,,3400,560,,,,,,,,,,,,8120,80
2699,265,26,"Bangladesh, St Vincent de Paul Soicety",Twinning,,320,4,,,,,,,,NSW,NSW:Twinning,2-6710 TW: Twinning NSW,Twinning,Bangladesh,,Q2: 2013,,320,,,,,,,,,89854,,,,,,,,,320,,,,,,,,,,74560,3180,,,,,,,,,89854,,,,,,,,,,,320,,,,,,,59414,4030,160,14650,8520,2520,,,,320,,160,,80,,,89854,80
2700,265,27,"Cambodia, St Vincent de Paul Society",Twinning,,160,2,,,,,,,,NSW,NSW:Twinning,2-6710 TW: Twinning NSW,Twinning,Cambodia,,Q2: 2013,,160,,,,,,,,,89854,,,,,,,,,160,,,,,,,,,,74560,3180,,,,,,,,,89854,,,,,,,,,,,,,160,,,,,59414,4030,160,14650,8520,2520,,,,320,,160,,80,,,89854,80
2701,265,14,"Fiji, St Vincent de Paul Society",Twinning,,1920,24,,,,,,,,NSW,NSW:Twinning,2-6710 TW: Twinning NSW,Twinning,Fiji,,Q2: 2013,,1920,,,,,,,,,89854,,,,,,,,,1920,,,,,,,,,,74560,3180,,,,,,,,,89854,,,,,,,1920,,,,,,,,,,,59414,4030,160,14650,8520,2520,,,,320,,160,,80,,,89854,80
2702,265,15,"India, Society of St. Vincent de Paul, Superior Council",Twinning,,47200,590,,,,,,,,NSW,NSW:Twinning,2-6710 TW: Twinning NSW,Twinning,India,,Q2: 2013,,47200,,,,,,,,,89854,,,,,,,,,47200,,,,,,,,,,74560,3180,,,,,,,,,89854,,47200,,,,,,,,,,,,,,,,59414,4030,160,14650,8520,2520,,,,320,,160,,80,,,89854,80
2703,265,16,"Indonesia, Society of St Vincent de Paul",Twinning,,13840,173,,,,,,,,NSW,NSW:Twinning,2-6710 TW: Twinning NSW,Twinning,Indonesia,,Q2: 2013,,13840,,,,,,,,,89854,,,,,,,,,13840,,,,,,,,,,74560,3180,,,,,,,,,89854,,,,,13840,,,,,,,,,,,,,59414,4030,160,14650,8520,2520,,,,320,,160,,80,,,89854,80
2704,265,20,"Philippines, Society of St Vincent de Paul, Superior Council",Twinning,,3360,42,,,,,,,,NSW,NSW:Twinning,2-6710 TW: Twinning NSW,Twinning,Philippines,,Q2: 2013,,3360,,,,,,,,,89854,,,,,,,,,3360,,,,,,,,,,74560,3180,,,,,,,,,89854,,,3360,,,,,,,,,,,,,,,59414,4030,160,14650,8520,2520,,,,320,,160,,80,,,89854,80
2705,265,23,"Thailand, Society of St Vincent de Paul",Twinning,,7520,94,,,,,,,,NSW,NSW:Twinning,2-6710 TW: Twinning NSW,Twinning,Thailand,,Q2: 2013,,7520,,,,,,,,,89854,,,,,,,,,7520,,,,,,,,,,74560,3180,,,,,,,,,89854,,,,,,7520,,,,,,,,,,,,59414,4030,160,14650,8520,2520,,,,320,,160,,80,,,89854,80
2706,265,22,"Solomon Islands, Society of St Vincent de Paul",Twinning,,80,1,,,,,,,,NSW,NSW:Twinning,2-6710 TW: Twinning NSW,Twinning,Solomon Islands,,Q2: 2013,,80,,,,,,,,,89854,,,,,,,,,80,,,,,,,,,,74560,3180,,,,,,,,,89854,,,,,,,,,,,,,,,80,,,59414,4030,160,14650,8520,2520,,,,320,,160,,80,,,89854,80
2707,265,19,"Pakistan, Society of St Vincent de Paul, Superior Council",Twinning,,160,2,,,,,,,,NSW,NSW:Twinning,2-6710 TW: Twinning NSW,Twinning,Pakistan,,Q2: 2013,,160,,,,,,,,,89854,,,,,,,,,160,,,,,,,,,,74560,3180,,,,,,,,,89854,,,,160,,,,,,,,,,,,,,59414,4030,160,14650,8520,2520,,,,320,,160,,80,,,89854,80
